id,food_name,food_name2_no_quotation,food_group,nutrition_group,Edible conversion factor,Energy_kj,Energy_kcal ,Water,Protein,Fat,Carbohydrate available ,Fibre,Ash,Ca,Fe,Mg,P,K,Na,Zn,Se,Vit A-RAE,Vit A-RE,Retinol ,b-carotene equivalent ,Thiamin ,Riboflavin ,Niacin,Dietary Folate Eq.,Food folate ,Vit B12 ,Vit C,food_group_unicef
1056,"Sorghum, whole, grain white, dry, stewed, drained (without salt)","Sorghum, whole, grain white, dry, stewed, drained (without salt)",CEREALS AND CEREAL PRODUCTS,,1,599,142,63.2,4.5,1.5,25.2,4.9,0.6,9,2.7,43,148,97,4,0.7,9,1,1,0,7,0.08,0.05,1.3,21,21,0,0,"Grains, roots and tubers "
1040,"Sorghum, grain, white, flour","Sorghum, grain, white, flour",CEREALS AND CEREAL PRODUCTS,,1,1440,341,11.8,10.8,3.5,60.5,11.9,1.5,18,6.4,101,356,280,4,1.69,26,1,1,0,8.29,0.24,0.11,3.3,,,0,0,"Grains, roots and tubers "
1041,"Teff, raw","Teff, raw",CEREALS AND CEREAL PRODUCTS,,1,1490,351,8.8,13.3,2.4,65.1,8,2.4,180,7.6,184,429,427,12,3.63,4,0,1,0,5,0.39,0.27,3.4,166,166,0,3,"Grains, roots and tubers "
1042,Wheat Flour-Atta,Wheat Flour-Atta,CEREALS AND CEREAL PRODUCTS,,1,1410,334,11.7,11.4,1.8,62.4,11.3,1.4,34,3.8,117,283,331,2,2.33,39,0,0,0,2,0.5,0.14,3.5,80,0,0,0,"Grains, roots and tubers "
1043,"Wheat Flour (refined/fortified/sifted packaged), raw","Wheat Flour (refined/fortified/sifted packaged), raw",CEREALS AND CEREAL PRODUCTS,,1,1480,349,12.2,11.2,1.6,70.7,3.6,0.7,35,5.6,31,183,129,2,0.87,0,93,93,93,2,0.91,0.57,5.9,577*,42,0.7,0,"Grains, roots and tubers "
1044,"Wheat, whole, flour, raw ","Wheat, whole, flour, raw ",CEREALS AND CEREAL PRODUCTS,,1,1380,328,12.5,11.3,2.5,58,14,1.7,39,4,125,315,366,3,3,48,0,1,0,3,0.43,0.14,2.7,,,0,0,"Grains, roots and tubers "
1045,"Wheat, whole, grain, dry, raw ","Wheat, whole, grain, dry, raw ",CEREALS AND CEREAL PRODUCTS,,1,1380,328,12.5,11.6,2.5,57.8,14,1.7,39,4.9,122,205,358,2,3,47,0,1,0,5,0.39,0.13,2.7,57,57,0,0,"Grains, roots and tubers "
1061,"Wheat, whole, grain, dry, boiled (without salt)","Wheat, whole, grain, dry, boiled (without salt)",CEREALS AND CEREAL PRODUCTS,,1,777,184,50.8,6.5,1.4,32.5,7.9,1,23,2.8,69,109,161,2,1.43,26,0,0,0,3,0.11,0.05,1.1,22,22,0,0,"Grains, roots and tubers "
1062,"Wheat, whole, grain, dry, stewed (without salt)","Wheat, whole, grain, dry, stewed (without salt)",CEREALS AND CEREAL PRODUCTS,,1,777,184,50.8,6.5,1.4,32.5,7.9,1,23,2.8,69,115,201,3,1.51,26,0,0,0,3,0.16,0.07,1.4,26,26,0,0,"Grains, roots and tubers "
2001,"Arrowroot, flour","Arrowroot, flour","STARCHY ROOTS, TUBERS AND BANANAS",,1,1410,331,16.5,0.2,0.2,81.8,0.9,0.5,33,1,4,7,11,2,0.57,0,0,0,0,0,0.1,0.02,0.48,0,0,0,0,"Grains, roots and tubers "
2002,"Arrowroot, peeled, raw","Arrowroot, peeled, raw","STARCHY ROOTS, TUBERS AND BANANAS",,0.76,461,109,70.9,3.2,0.3,22.3,,1.3,6,1.1,25,43,685,36,1,1,1,3,0,17,0.22,0.09,2.56,tr,tr,0,2,"Grains, roots and tubers "
2020,"Arrowroot, peeled, boiled, drained (without salt)","Arrowroot, peeled, boiled, drained (without salt)","STARCHY ROOTS, TUBERS AND BANANAS",,1,461,109,70.9,3.2,0.3,22.3,2,1.3,6,1,23,40,548,28,0.86,1,1,3,0,16,0.17,0.08,1.9,tr,tr,0,1,"Grains, roots and tubers "
2003,"Banana, BITA 3, dried, flour","Banana, BITA 3, dried, flour","STARCHY ROOTS, TUBERS AND BANANAS",,1,1550,366,2.3,3.9,1.8,78.5,9.9,3.6,30,1.2,60,100,1030,4,0.62,4,13,25,0,151,0.18,0.24,2.8,14,14,0,7.1,"Grains, roots and tubers "
2004,"Banana, plantain, green, raw","Banana, plantain, green, raw","STARCHY ROOTS, TUBERS AND BANANAS",,0.5,410,97,73.6,1.4,[0.4],20.1,3.6,0.9,7,0.8,23,29,322,10,0.23,1,0,1,0,3,0.06,0.04,0.33,19,19,0,23.3,"Grains, roots and tubers "
2005,"Beet root, peeled, raw","Beet root, peeled, raw","STARCHY ROOTS, TUBERS AND BANANAS",,0.85,184,44,86.1,2.17,0.1,6.9,3.31,1.4,13,0.8,11,36,298,60,0.55,0,1,2,0,10,0.01,0.02,0.3,110,110,0,5.3,"Grains, roots and tubers "
2021,"Beet root, peeled, boiled, drained (without salt)","Beet root, peeled, boiled, drained (without salt)","STARCHY ROOTS, TUBERS AND BANANAS",,1,186,44,86,2.2,0.1,7,3.3,1.4,12,62.9,7,32,135,33,0.42,0,1,1,0,7,0.01,0.01,0.2,56,56,0,2,"Grains, roots and tubers "
2022,"Beet root, peeled, stewed (without salt)","Beet root, peeled, stewed (without salt)","STARCHY ROOTS, TUBERS AND BANANAS",,1,174,41,86.9,2,0.1,6.5,3.1,1.3,12,0.8,11,34,281,56,0.52,0,1,1,0,6,0.01,0.01,0.3,73,73,0,4,"Grains, roots and tubers "
2007,"Cassava, root, white, peeled, raw","Cassava, root, white, peeled, raw","STARCHY ROOTS, TUBERS AND BANANAS",,0.93,733,173,53.8,1.3,0.3,39.1,4.6,1,33,0.9,13,21,250,2,0.34,1,1,1,0,8,0.23,0.01,0.4,27,27,0,38,"Grains, roots and tubers "
2023,"Cassava, root, white, peeled, boiled, drained (without salt)","Cassava, root, white, peeled, boiled, drained (without salt)","STARCHY ROOTS, TUBERS AND BANANAS",,1,627,148,60.5,1.1,0.2,33.4,3.9,0.8,27,0.7,10,17,171,1,0.26,1,1,1,0,6,0.15,0.01,0.3,15,15,0,23,"Grains, roots and tubers "
2008,"Cassava, root, yellow, peeled, raw","Cassava, root, yellow, peeled, raw","STARCHY ROOTS, TUBERS AND BANANAS",,0.95,531,126,65.7,1.6,0.2,27,4.7,0.8,18,0.6,9,27,290,2,0.34,1,61,122,0,[730],0.09,0.03,0.8,27,27,0,41,"Grains, roots and tubers "
2024,"Cassava, root, yellow, peeled, boiled, drained (without salt)","Cassava, root, yellow, peeled, boiled, drained (without salt)","STARCHY ROOTS, TUBERS AND BANANAS",,1,454,107,70.7,1.4,0.2,23.1,4,0.7,15,0.5,7,21,198,1,0.26,1,49,99,0,593,0.06,0.02,0.5,15,15,0,25,"Grains, roots and tubers "
2009,"Potato, Irish (English), white variety, peeled, raw","Potato, Irish (English), white variety, peeled, raw","STARCHY ROOTS, TUBERS AND BANANAS",,0.85,447,105,72.1,2.4,0.1,22.7,1.68,1,9,1.4,19,81,645,6.46,0.32,1,0,0,0,0,0.07,0.04,1.2,53,53,0,6.6,"Grains, roots and tubers "
2025,"Potato, Irish (English), white variety, peeled, boiled, drained (without salt)","Potato, Irish (English), white variety, peeled, boiled, drained (without salt)","STARCHY ROOTS, TUBERS AND BANANAS",,1,447,105,72.1,2.4,0.1,22.7,1.7,1,8,1.3,17,76,516,5,0.29,0,0,0,0,0,0.05,0.03,0.9,34,34,0,5,"Grains, roots and tubers "
2026,"Potato, Irish (English), white variety, peeled, steamed (without salt)","Potato, Irish (English), white variety, peeled, steamed (without salt)","STARCHY ROOTS, TUBERS AND BANANAS",,,456,107,71.5,2.5,0.2,23.2,1.7,1,8,1.3,18,79,559,6,0.31,0,0,0,0,0,0.06,0.04,1.1,33,33,0,5,"Grains, roots and tubers "
2010,"Radish, round, red skin, raw","Radish, round, red skin, raw","STARCHY ROOTS, TUBERS AND BANANAS",,0.81,64,15,94.5,0.8,0.16,1.6,2.3,0.7,36,0.4,22,22,103,32.27,0.18,0,0,0,0,1,0.02,0.03,0.3,25,25,0,21,"Grains, roots and tubers "
2011,"Radish, long, red skin, raw","Radish, long, red skin, raw","STARCHY ROOTS, TUBERS AND BANANAS",,0.98,57,14,94.7,0.6,[0.1],1.3,2.5,0.8,28,0.37,13,27,193,25,0.16,0,0,0,0,2,0.06,0.02,0.3,26,26,0,17,"Grains, roots and tubers "
2012,"Radish, white skin, raw","Radish, white skin, raw","STARCHY ROOTS, TUBERS AND BANANAS",,0.99,93,22,93,1.1,0.3,2.7,2.1,0.7,40,0.4,14,20,249,26,0.34,0,1.25,3,0,15,0.03,0.02,0.5,28,28,0,15,"Grains, roots and tubers "
2013,"Sweet potato, brown skin, peeled, raw","Sweet potato, brown skin, peeled, raw","STARCHY ROOTS, TUBERS AND BANANAS",,0.84,428,101,72,1.7,[0.4],20.8,4,1.2,22,0.4,12,25,389,20,0.28,0,8,17,0,100,0.07,0.03,0.8,16,16,0,18,"Grains, roots and tubers "
2027,"Sweet potato, brown skin, peeled, boiled, drained (without salt)","Sweet potato, brown skin, peeled, boiled, drained (without salt)","STARCHY ROOTS, TUBERS AND BANANAS",,,428,101,72,1.7,0.4,20.8,4,1.2,21,0.4,10,23,311,16,0.25,0,8,16,0,95,0.05,0.03,0.6,10,10,0,13,"Grains, roots and tubers "
2014,"Sweetpotato, orange, biofortified, raw","Sweetpotato, orange, biofortified, raw","STARCHY ROOTS, TUBERS AND BANANAS",,0.92,325,76.9,78.7,1.9,0.1,15.6,3,0.7,27,0.5,14,33,250,10,0.5,1,517,1030,0,[6200],0.03,0.05,1,11,11,0,31,"Grains, roots and tubers "
2028,"Sweetpotato, orange, biofortified, boiled, drained (without salt)","Sweetpotato, orange, biofortified, boiled, drained (without salt)","STARCHY ROOTS, TUBERS AND BANANAS",,,325,77,78.7,1.9,0.1,15.6,3,0.7,26,0.5,13,31,200,8,0.45,0,491,981,0,5890,0.02,0.04,0.8,7,7,0,22,"Grains, roots and tubers "
2015,"Sweet potato, pink skin","Sweet potato, pink skin","STARCHY ROOTS, TUBERS AND BANANAS",,0.84,349,83,76.8,1.8,[0.6],15.6,3.9,1.3,14,1,19,61,247,11,0.14,0,1,2,0,11,0.07,0.03,0.7,14,14,0,22,"Grains, roots and tubers "
2029,"Sweet potato, pink skin, boiled, drained (without salt)","Sweet potato, pink skin, boiled, drained (without salt)","STARCHY ROOTS, TUBERS AND BANANAS",,,349,83,76.8,1.8,0.6,15.6,3.9,1.3,13,0.9,17,57,198,9,0.13,0,1,2,0,11,0.05,0.03,0.5,9,9,0,16,"Grains, roots and tubers "
2016,"Taro, peeled, raw","Taro, peeled, raw","STARCHY ROOTS, TUBERS AND BANANAS",,0.9,411,97,73,1.8,0.2,20.3,3.5,1.2,51,0.7,20,88,300,10,0.6,1,3,5,0,[30],0.1,0.03,0.7,22,22,0,12,"Grains, roots and tubers "
2017,"Turnip, root, raw","Turnip, root, raw","STARCHY ROOTS, TUBERS AND BANANAS",,0.77,94,22,93.1,0.7,[0.2],3.6,1.7,0.8,34,0.5,11,39,320,29,0.2,1,0,0,0,0,0.04,0.04,0.7,15,15,0,23,"Grains, roots and tubers "
2018,"Yam, flour","Yam, flour","STARCHY ROOTS, TUBERS AND BANANAS",,1,1320,312,14,3.4,[0.4],67.4,12.8,2,20,1.1,50,110,818,28,1,2,0,0,0,tr,tr,tr,1,43,43,0,tr,"Grains, roots and tubers "
2019,"Yam, white, raw","Yam, white, raw","STARCHY ROOTS, TUBERS AND BANANAS",,0.81,475,112,69,1.9,[0.2],23.7,4.1,1.1,16,0.8,18,61,295,10,0.27,1,0,0,0,0,0.11,0.02,0.4,16,16,0,[6],"Grains, roots and tubers "
2030,"Yam, white, boiled, drained (without salt)","Yam, white, boiled, drained (without salt)","STARCHY ROOTS, TUBERS AND BANANAS",,,500,118,67.4,2,0.2,24.9,4.3,1.2,16,0.8,17,60,248,8,0.26,1,0,0,0,0,0.09,0.02,0.3,10,10,0,4,"Grains, roots and tubers "
13001,Anise seed,Anise seed,CONDIMENTS AND SPICES,,1,1610,384,9.5,14.9,15.9,38.1,14.6,7,648,37,170,440,1440,16,5.3,5,16,32,0,,0.34,0.29,3.1,10,10,0,21,non-category
13002,"Baking powder, dry powder","Baking powder, dry powder",CONDIMENTS AND SPICES,,1,760,179,4.9,0.1,0.2,43.9,0.8,50.2,4280,9.7,34,8410,10200,8850,0.89,0,0,0,0,0,0,0,0,0,0,0,0,non-category
13003,"Baking soda (bicarbonate), dry powder","Baking soda (bicarbonate), dry powder",CONDIMENTS AND SPICES,,0.9,0,0,0.3,0,0,0,0,36.9,0,0.0,0,0,0,27400,0,0,0,0,0,0,0,0,0,0,0,0,0,non-category
13004,"Bay leaf, dried","Bay leaf, dried",CONDIMENTS AND SPICES,,1,1480,353,5.4,7.6,8.4,48.7,26.3,3.6,832,43,120,112,530,23,3.7,3,309,618,0,3710,0.01,0.42,2,180,180,0,46.5,non-category
13005,"Cardamom, seeds, ground","Cardamom, seeds, ground",CONDIMENTS AND SPICES,,1,1350,322,8.3,8.5,6.7,42.4,28,5.5,383,14,215,165,1120,18,7.47,1,0,0,0,0,0.21,0.18,1.1,[4],[4],0,21,non-category
13006,"Chilli, fresh, raw","Chilli, fresh, raw",CONDIMENTS AND SPICES,,0.9,188,45,85.7,1.2,0.4,6.9,4.8,1.2,15,1.2,30,51,320,3,0.27,1,45,91,0,545,0.09,0.11,0.9,23,23,0,94.1,non-category
13007,"Chilli, dried","Chilli, dried",CONDIMENTS AND SPICES,,1,1280,309,12.6,13.9,[9.9],25.5,31.2,7,142,6.2,175,274,2250,19,1.66,19,195,390,0,2342,0.95,0.43,6.9,52,52,0,31.4,non-category
13008,"Cinnamon, dried, ground","Cinnamon, dried, ground",CONDIMENTS AND SPICES,,1,1010,244,13.1,2.8,2.6,26.3,52.3,2.9,1183,8.3,54,21,482,17,2,3,3,7,0,[39],0.02,0.07,1.3,28,28,0,27.9,non-category
13009,"Cloves, dry, raw","Cloves, dry, raw",CONDIMENTS AND SPICES,,1,1040,251,27.6,6,10.4,16,34.5,5.4,536,14.2,253,86,877,183,1.13,8,6,13,0,78,0.08,0.13,1.2,20,20.1,0,0,non-category
13010,"Coconut, Milk","Coconut, Milk",CONDIMENTS AND SPICES,,1,579,140,82.4,1,14.3,1.8,0.3,0.3,5,0.5,10,43,131,19,0.26,2,0,0,0,0,0.02,0.01,0,14,14,0,0.9,non-category
13011,"Coriander Leaves, fresh, raw","Coriander Leaves, fresh, raw",CONDIMENTS AND SPICES,,0.83,241,57,81.9,3.3,0.7,7.7,3.5,2.9,115,6.6,45,44,578,40,0.54,1,317,635,0,3810,0.3,0.1,0.9,62,62,0,35.9,non-category
13012,"Coriander seed, dried, ground","Coriander seed, dried, ground",CONDIMENTS AND SPICES,,1,1430,347,10.7,13.4,18.8,10.1,41.7,5.3,613,20.1,245,347,1189,27,3.6,24.9,10,20,0,122,0.22,0.35,3.4,86,86,0,29,non-category
13013,"Cumin seeds, dried, raw","Cumin seeds, dried, raw",CONDIMENTS AND SPICES,,1,1790,432,8.7,13.7,25.8,26.1,20.4,5.3,854,38.4,330,308,1213,124,4.05,5,44,88,0,527,0.55,0.19,3.2,90,90,0,15,non-category
13014,"Curry leaves, fresh, raw","Curry leaves, fresh, raw",CONDIMENTS AND SPICES,,0.83,355,86,66.9,7.7,1.3,2.5,16.8,4.9,740,6.9,201,70,584,19,1.18,17,645,1290,0,7740,0.08,0.17,1.6,94,94,0,7,non-category
13015,Curry powder,Curry powder,CONDIMENTS AND SPICES,,1,1430,344,10,10.8,13.8,30.6,27.2,7.6,479,34.3,333,301,1728,52,4.08,17,80,161,0,965,0.25,0.28,3.5,56,56,0,11,non-category
13016,"Fenugreek leaves, fresh, raw","Fenugreek leaves, fresh, raw",CONDIMENTS AND SPICES,,0.44,158,38,87.3,4.4,0.2,2.2,4.9,1,185,7.8,61,48,96,66,0.54,4,609,1220,0,7300,0.12,0.26,1.2,75,[75],0,80.1,non-category
13017,"Fenugreek seeds, raw","Fenugreek seeds, raw",CONDIMENTS AND SPICES,,1,1290,309,9.8,21.4,6.4,23.4,36.1,3,160,14.1,183,370,530,48,2.93,8,8,15,0,91,0.34,0.29,1.5,57,57,0,3,non-category
13018,Garam masala,Garam masala,CONDIMENTS AND SPICES,,1,1530,368,10.1,15.6,15.1,31,[22.6],5.6,760,32.6,330,390,1450,97,3.8,17,28,57,0,340,0.35,0.33,2.5,0,0,0,0,non-category
13019,"Garlic, peeled or unpeeled, fresh, raw","Garlic, peeled or unpeeled, fresh, raw",CONDIMENTS AND SPICES,,0.85,638,152,62,6.3,2.8,22.7,5.2,1,30,1.3,25,39,510,8,1,14,0,0,0,0,0.23,0.4,0.8,3,3,0,11,non-category
13020,"Ginger, dried, ground","Ginger, dried, ground",CONDIMENTS AND SPICES,,0.85,1400,332,9.9,6.9,4.5,59.4,12.9,6.3,152,24.3,335,310,1225,50,3.72,55,80,161,0,965,0.16,0.27,3.5,88,88,0,29,non-category
13021,"Green Ginger (Mature), fresh, raw","Green Ginger (Mature), fresh, raw",CONDIMENTS AND SPICES,,0.94,374,89,73.6,2.6,1.1,13.4,7.7,1.7,46.8,1.9,38,93.7,661,18,1,2,3,6,0,35,0.03,0.06,2.5,30,30,0,8,non-category
13022,"Mint Leaves, fresh, raw","Mint Leaves, fresh, raw",CONDIMENTS AND SPICES,,0.45,182,44,84.9,4.8,1.1,0.1,7.2,1.9,200,3.6,34,62,380,28,0.8,1,62,123,0,[740],0.15,0.09,1.7,114,114,0,26,non-category
13023,"Onion, mature, red skinned, peeled, fresh, raw","Onion, mature, red skinned, peeled, fresh, raw",CONDIMENTS AND SPICES,,1,177,42,87.9,1.5,0.1,7.6,2.3,0.6,26,0.9,19,40,152,5,0.16,1,1,2,0,10,0.02,0.04,0.3,14,14,0,7,non-category
13024,"Onion, spring, raw","Onion, spring, raw",CONDIMENTS AND SPICES,,0.78,130,31,90.8,1.8,0.3,4.1,2.3,0.7,44,1.3,14,34,225,12,0.3,1,53,105,0,632,0.04,0.06,0.6,48,48,0,26,non-category
13025,"Parsley, fresh, raw","Parsley, fresh, raw",CONDIMENTS AND SPICES,,0.82,220,52,81.4,5.9,0.2,4.2,5.1,3.2,390,5.06,35,175,1290,54,0.88,0,354,708,0,4250,0.15,0.04,1.1,55,55,0,119,non-category
13026,"Pepper, ground, black, dry, raw","Pepper, ground, black, dry, raw",CONDIMENTS AND SPICES,,1,1250,297,11.8,10.3,2.7,44.7,26.3,4.3,463,19.4,253,188,576,25,1.28,3,14,29,0,171,0.09,0.14,0.7,10,10,0,0,non-category
13027,"Salt, Iodized","Salt, Iodized",CONDIMENTS AND SPICES,,1,0,0,0.2,0,0,0,0,99.8,32,0.1,1,6,98,38500,0.1,2,0,0,0,0,0,0,0,0,0,0,0,non-category
13028,"Spice, mixed or all spice","Spice, mixed or all spice",CONDIMENTS AND SPICES,,1,1490,360,8.5,9.4,16.3,26.3,35.8,3.8,727,35.5,203,277,1440,90,3.65,3,55,109,0,656,0.25,0.45,4.9,52,52,0,30,non-category
13029,"Tamarind, fruit, dry, raw","Tamarind, fruit, dry, raw",CONDIMENTS AND SPICES,,,1260,298,21.3,5,[0.6],65.4,5.3,2.4,166,9,83,190,836,25,1,2,0,0,0,1.54,60,0.18,2,10,[10],0,[0.6],non-category
13030,"Tamarind, fruit, fresh, raw","Tamarind, fruit, fresh, raw",CONDIMENTS AND SPICES,,,1260,298,20.8,2,[0.2],69.5,5.3,2.2,105,9.2,83,105,836,25,0.58,2,0,0,0,1.54,0.34,0.07,1.6,10,[10],0,3.6,non-category
13031,"Tomato, sauce (Ketchup)","Tomato, sauce (Ketchup)",CONDIMENTS AND SPICES,,1,489,115,67.5,1.6,0.2,26.1,1.5,3.4,13,0.7,16,28,316,918,0.18,0.5,22,43,0,[260],0,0.1,1.3,16,16,0,0,non-category
13032,"Tomato, paste, with added salt","Tomato, paste, with added salt",CONDIMENTS AND SPICES,,1,329,78,76.2,3.2,0.3,13.6,4.1,3,30,1.7,43,71,911,630,0.57,4,113,225,0,1350,0.13,0.13,2.8,17,17,0,15,non-category
13033,"Tomato, soup, condensed, canned","Tomato, soup, condensed, canned",CONDIMENTS AND SPICES,,1,227,54,84,1,0.3,10.8,1.9,2.3,10,0.4,13,21,290,545,0.3,0.5,11,22,0,130,0.3,0,1.3,3,3,0,4,non-category
13034,"Turmeric, dried, ground","Turmeric, dried, ground",CONDIMENTS AND SPICES,,1,1260,300,13.7,6.3,[3.1],51.7,20,5.2,500,39,225,284,1250,25,3.6,4.3,80,161,0,965,0.26,0.23,3.4,85,85,0,30,non-category
13035,"Yeast, dry powder","Yeast, dry powder",CONDIMENTS AND SPICES,,1,1460,347,7.9,35.7,4.9,30.5,19.3,6.6,120,3.4,230,1690,2000,50,8,1,0,0,0,0,2.8,4,8.5,4000,4000,0,0,non-category
3001,"Beans, broad, dry, raw","Beans, broad, dry, raw",LEGUMES AND PULSES,,1,1280,305,10.9,25.7,1.53,35.6,22.9,3.29,96,5.19,135,431,1190,25,3.55,8,2,5,0,29,0.56,0.33,2.41,250,250,0,1.4,Legumes and nuts 
3023,"Beans, broad, dry, unsoaked, boiled, drained (without salt)","Beans, broad, dry, unsoaked, boiled, drained (without salt)",LEGUMES AND PULSES,,1,458,109,68.2,9.2,0.5,12.7,8.2,1.2,31,1.6,42,138,319,9,1.14,3,1,2,0,10,0.13,0.09,0.6,45,45,0,0,Legumes and nuts 
3024,"Beans, broad, dry, unsoaked, boiled (without salt, water not discarded)","Beans, broad, dry, unsoaked, boiled (without salt, water not discarded)",LEGUMES AND PULSES,,1,279,66,80.6,5.6,0.3,7.7,5,0.8,23,1.1,30,94,259,8,0.77,2,1,1,0,6,0.1,0.07,0.4,33,33,0,0,Legumes and nuts 
3025,"Beans, broad, dry, water-soaked, boiled in different water, drained (without salt)","Beans, broad, dry, water-soaked, boiled in different water, drained (without salt)",LEGUMES AND PULSES,,1,458,109,68.2,9.2,0.5,12.7,8.2,1.2,31,1.6,42,138,319,9,1.14,3,1,2,0,10,0.13,0.09,0.6,45,45,0,0,Legumes and nuts 
3026,"Beans, broad, dry, water-soaked, boiled in different water (without salt, water not discarded)","Beans, broad, dry, water-soaked, boiled in different water (without salt, water not discarded)",LEGUMES AND PULSES,,1,279,66,80.6,5.6,0.3,7.7,5,0.8,23,1.1,30,94,259,8,0.77,2,1,1,0,6,0.1,0.07,0.4,33,33,0,0,Legumes and nuts 
3002,"Beans, broad, fresh, raw","Beans, broad, fresh, raw",LEGUMES AND PULSES,,1,345,82,75,7.2,0.5,8.7,7.1,1.3,26,1.6,29,427,275,2,1.1,8,16,32,0,195,0.12,0.14,2,284,284,0,41,Legumes and nuts 
3027,"Beans, broad, fresh, boiled, drained (without salt)","Beans, broad, fresh, boiled, drained (without salt)",LEGUMES AND PULSES,,1,363,87,73.9,7.5,0.5,9.2,7.5,1.3,26,1.3,18,405,145,2,0.83,8,15,31,0,184,0.08,0.09,1.4,149,149,0,28,Legumes and nuts 
3003,"Beans, cluster, fresh, raw","Beans, cluster, fresh, raw",LEGUMES AND PULSES,,0.86,232,55,82.9,6.19,0.4,4.4,4.8,1.4,121,5.6,73,50,301,4,0.61,2,20,40,0,241,0.09,0.03,0.7,[41],[41],0,49,Legumes and nuts 
3028,"Beans, cluster, fresh, boiled, drained (without salt)","Beans, cluster, fresh, boiled, drained (without salt)",LEGUMES AND PULSES,,1,244,58,82,6.5,0.4,4.6,5.1,1.4,121,4.4,46,47,158,3,0.48,2,19,38,0,228,0.06,0.02,0.5,22,22,0,34,Legumes and nuts 
3004,"Beans, kidney, dry, raw","Beans, kidney, dry, raw",LEGUMES AND PULSES,,1,1280,305,12.1,20.5,2,40.6,21.2,3.6,106,6.4,103,600,872,22,2.78,4,1,1,0,6,0.35,0.18,2.4,272,272,0,0.3,Legumes and nuts 
3029,"Beans, kidney, dry, unsoaked, boiled, drained (without salt)","Beans, kidney, dry, unsoaked, boiled, drained (without salt)",LEGUMES AND PULSES,,1,491,117,66.3,7.9,0.8,15.5,8.1,1.4,36,2.1,34,207,251,8,0.96,2,0,0,0,2,0.09,0.05,0.6,52,52,0,0,Legumes and nuts 
3030,"Beans, kidney, dry, unsoaked, boiled (without salt, water not discarded)","Beans, kidney, dry, unsoaked, boiled (without salt, water not discarded)",LEGUMES AND PULSES,,1,296,70,79.7,4.7,0.5,9.4,4.9,0.9,27,1.5,25,139,202,7,0.64,1,0,0,0,1,0.06,0.04,0.4,38,38,0,0,Legumes and nuts 
3031,"Beans, kidney, dry, water-soaked, boiled in different water, drained (without salt)","Beans, kidney, dry, water-soaked, boiled in different water, drained (without salt)",LEGUMES AND PULSES,,1,491,117,66.3,7.9,0.8,15.5,8.1,1.4,36,2.1,34,207,251,8,0.96,2,0,0,0,2,0.09,0.05,0.6,52,52,0,0,Legumes and nuts 
3032,"Beans, kidney, dry, water-soaked, boiled in different water (without salt, water not discarded)","Beans, kidney, dry, water-soaked, boiled in different water (without salt, water not discarded)",LEGUMES AND PULSES,,1,296,70,79.7,4.7,0.5,9.4,4.9,0.9,27,1.5,25,139,202,7,0.64,1,0,0,0,1,0.06,0.04,0.4,38,38,0,0,Legumes and nuts 
3005,"Beans, lima, dry, raw","Beans, lima, dry, raw",LEGUMES AND PULSES,,1,1260,299,13.6,22.4,1.63,39.7,18.2,4.5,64,9.9,158,387,1447,7,2.6,6,0,0,0,0,0.53,0.16,1.5,381,381,0,1,Legumes and nuts 
3033,"Beans, lima, dry, unsoaked, boiled, drained (without salt)","Beans, lima, dry, unsoaked, boiled, drained (without salt)",LEGUMES AND PULSES,,1,504,120,65.4,8.9,0.7,15.9,7.3,1.8,23,3.4,54,139,434,4,0.95,2,0,0,0,0,0.14,0.05,0.4,76,76,0,0,Legumes and nuts 
3034,"Beans, lima, dry, unsoaked, boiled (without salt, water not discarded)","Beans, lima, dry, unsoaked, boiled (without salt, water not discarded)",LEGUMES AND PULSES,,1,291,69,80,5.2,0.4,9.2,4.2,1.1,17,2.3,37,89,334,4,0.61,1,0,0,0,0,0.1,0.04,0.3,53,53,0,0,Legumes and nuts 
3035,"Beans, lima, dry, water-soaked, boiled in different water, drained (without salt)","Beans, lima, dry, water-soaked, boiled in different water, drained (without salt)",LEGUMES AND PULSES,,1,504,120,65.4,8.9,0.7,15.9,7.3,1.8,23,3.4,54,139,434,4,0.95,2,0,0,0,0,0.14,0.05,0.4,76,76,0,0,Legumes and nuts 
3036,"Beans, lima, dry, water-soaked, boiled in different water (without salt, water not discarded)","Beans, lima, dry, water-soaked, boiled in different water (without salt, water not discarded)",LEGUMES AND PULSES,,1,291,69,80,5.2,0.4,9.2,4.2,1.1,17,2.3,37,89,334,4,0.61,1,0,0,0,0,0.1,0.04,0.3,53,53,0,0,Legumes and nuts 
3006,"Bean, red, fresh, raw","Bean, red, fresh, raw",LEGUMES AND PULSES,,0.38,553,131,61.6,12.8,0.4,14.6,9.1,1.5,12,2.4,18,100,490,3,1,2,2,3,0,20,0.18,0.11,2,130,130,0,27,Legumes and nuts 
3007,"Beans, shellie, canned, solid & liquids","Beans, shellie, canned, solid & liquids",LEGUMES AND PULSES,,1,112,27,90.7,1.8,0.2,2.8,3.4,1.2,29,1,15,30,109,334,0.27,2,11,23,0,137,0.03,0.05,0.21,18,18,0,3.1,Legumes and nuts 
3008,"Bonavist, dry, raw","Bonavist, dry, raw",LEGUMES AND PULSES,,1,1350,319,10.3,23.1,[1.4],45.3,16.4,3.4,59,7.13,145,334,1000,18,2.49,8,0,1,0,5,0.59,0.17,2.86,23,23,0,0,Legumes and nuts 
